V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
428872,39559,424923,408308,432256,459231,408769,461538,421179,424615,422872,428359,464615,43959,1
428923,395949,425077,408667,432154,458821,408513,461333,420615,424615,422667,42841,464615,439179,1
427949,395385,425077,408256,43159,459538,408564,461897,420359,422821,421487,427897,463128,438154,1
427641,394667,424872,40759,431744,46041,409179,462718,421641,422769,421487,427846,462718,438308,1
428615,394974,425026,407641,432308,460359,409385,463026,421949,424103,422308,428513,463692,438974,1
429077,395795,425538,408564,432667,459897,408974,462564,421231,424256,422615,428821,464462,439333,1
429179,396564,425949,409231,432667,460051,408769,462513,421795,424564,423128,428974,465333,440205,1
430154,397282,42641,409538,432667,459949,408821,462718,421538,425179,424154,429846,4660,441282,1
430615,397436,426974,409897,432615,459128,408615,461897,420462,424872,424051,430564,465795,441026,1
430051,397128,426667,409538,43241,459077,408513,461077,420923,424513,422923,429949,465077,439897,1
429641,396821,426205,408974,432051,459744,408821,461231,420974,424103,422154,428974,464359,439333,1
429436,397077,426103,409436,432154,4600,408923,46159,420256,423385,422103,428615,463897,439077,1
428718,396872,425231,409385,432103,459846,408718,46159,420564,423487,422359,428718,4640,438564,1
428051,39559,424615,408462,431744,460051,409128,461897,420667,424154,422154,428769,463897,438051,1
428154,39559,425744,408974,432051,460154,409436,461846,419795,423487,421487,428615,463077,437897,1
428923,39759,426667,410513,432564,459949,409333,46159,420051,422667,421026,428564,462462,438051,1
429538,398872,426462,410821,432564,459795,409231,462205,420974,423128,420923,428564,462256,438154,1
429744,399333,42641,410564,432513,459795,409179,462615,421385,423795,420769,428564,461692,437949,1
429795,400154,426205,410667,432513,459949,408872,461897,421179,423231,420359,428103,460769,437692,1
430256,400718,4260,410974,432462,459795,408513,460769,419692,422103,419897,427641,460564,437795,1
430564,400513,426308,410974,432256,459641,408308,459846,417949,421231,419333,427436,460308,437744,1
4300,399795,425692,410564,431949,460154,408308,459333,417282,42041,418769,427026,459282,436821,1
429282,399487,425128,410359,431897,460359,408462,459436,41759,420256,418718,426718,458667,436308,1
429641,400051,425897,410769,432205,459846,408154,460051,418513,421026,419231,427128,459436,437282,1
430256,400103,426564,410872,432256,459641,408154,461077,419949,421795,419692,428154,460154,43841,1
430718,400205,426667,411231,432615,4600,408923,462103,420564,422359,420154,429128,46041,438872,1
431487,401282,427026,412359,433128,459795,408872,461744,420051,422564,420872,429436,460974,439077,1
43159,401385,426974,412103,432564,45959,408154,461333,4200,422615,420667,428615,461026,43841,1
430513,400051,426154,410769,432051,459692,408103,461692,419949,422462,419538,427333,459795,437231,1
429795,399436,425333,410615,432513,45959,408205,460974,418718,422103,419179,426872,459231,436821,1
429846,399538,424769,410872,432718,459333,408103,459846,417846,421436,419436,427026,459641,436718,1
430051,399641,424821,410205,432308,459077,408154,460103,418051,420718,419231,427179,459385,43641,1
429744,399179,424923,409436,432103,459282,408359,460667,418205,420615,419077,427231,458769,4360,1
429231,398718,424667,409282,432359,460103,408974,461026,418821,421077,419436,427282,459026,43559,1
428872,398821,424359,409385,431949,460256,409333,461538,419692,421641,419641,427026,459231,435487,1
428821,398615,424256,409231,431487,459641,408769,461231,419846,422154,419487,426564,459436,4360,1
429231,398718,424564,40959,432308,459641,40841,460513,419744,422564,419846,426769,459795,436308,1
429795,399436,424872,410103,432974,460256,408615,460513,419231,422051,420462,427436,459641,436308,1
4300,399949,425282,410205,43241,460103,408256,460359,418667,421538,420821,427795,459744,436974,1
430359,400359,425949,410462,432359,459333,408051,460462,419231,422154,421231,428256,460821,437949,1
430769,400821,426308,410718,432821,458923,408462,460872,419385,422359,421179,428718,460974,437846,1
43041,400103,425949,409795,432462,459077,408359,460462,41841,421282,420513,428462,459795,436872,1
429744,399128,425897,409231,432359,459487,408462,460513,419026,420974,420051,428051,459128,436769,1
430154,400103,426308,410154,433077,460103,409333,461538,420308,4220,420256,428051,459641,43759,1
431231,401282,426564,411026,433487,460205,409385,461282,419744,422564,420718,428359,460667,438051,1
431487,401179,426615,411077,433231,459949,408718,46041,418923,422359,420821,428359,460615,437538,1
430513,400718,42641,410923,432718,459949,408718,461026,419282,4220,420359,428308,459641,436769,1
429949,400769,426359,410769,432821,4600,408667,46159,419692,422205,420205,428154,459744,436872,1
43041,400769,426513,410821,433282,45959,408103,461282,419795,422667,420513,427846,460462,437128,1
430308,400718,42641,410923,433385,459795,408359,461231,419846,422513,420667,4280,460103,437026,1
429897,400667,42641,410821,433128,460205,408769,461487,419795,422308,42041,428359,459538,437179,1
429641,400308,426103,41041,432923,460256,408615,461436,41959,422359,419897,428103,459538,436923,1
429026,400051,425282,410154,432769,460205,408769,461282,419231,422103,41959,427487,459333,436103,1
428462,400051,425231,410103,432462,460154,408923,460718,418718,421436,419487,427333,458769,435949,1
429077,399949,426154,410359,432564,459846,408564,460308,418667,421077,419744,427897,458667,436615,1
429692,4000,426308,410615,432923,4600,408513,460718,419026,421538,419897,428205,459026,436821,1
429231,400103,4260,410462,432872,460718,409077,46159,419487,421949,419795,428205,459385,436462,1
428718,399692,426308,410154,432718,460872,409436,461949,420154,422051,420103,428256,459282,436103,1
428872,399744,426513,410256,432974,460667,409385,461795,420256,4220,420256,427897,458923,435744,1
429231,400564,426462,410615,433179,460513,408923,461538,419744,422103,419897,427692,458974,4360,1
429846,401026,426513,410872,433077,460103,408359,460872,419385,422103,419897,427897,459436,436564,1
430205,400667,426462,410564,433128,4600,40841,460923,419385,422205,420308,427949,459641,436718,1
430154,400513,426564,410667,433333,460974,409077,462615,420718,422667,420667,427949,460103,437179,1
43041,401231,426769,41159,433436,461692,409487,463333,421692,422974,421026,428513,46041,437487,1
430615,401641,426615,411744,433795,461385,409128,461949,420615,422974,420821,428667,460462,437179,1
43041,401333,42641,411179,434154,461385,409077,461436,42041,423282,420667,428103,460513,436923,1
430051,400718,426462,411077,434154,461846,409846,462308,421333,423179,421282,428154,4600,436769,1
429692,400615,426462,411128,433897,461795,409795,4620,4200,422513,420769,428359,459231,436256,1
429333,400615,426462,410615,433436,461282,408923,461026,41841,421641,419436,428205,458718,435744,1
429128,399744,426359,410256,432821,460872,408667,461128,419077,421333,419333,42759,458205,435385,1
428923,399128,426103,410513,432513,460513,408974,461282,419641,421538,420256,427385,458256,435641,1
428821,400154,426205,410564,432821,46041,408872,461026,419846,422308,420821,428154,459795,436462,1
429179,400872,426462,410769,433231,460821,408667,461385,420513,423077,420872,428615,46041,43641,1
429385,399795,426462,410872,433231,461538,409077,461897,420923,422821,420513,427897,458974,435333,1
429077,399333,426154,410667,433128,46159,40959,462051,420872,422564,420154,427385,458513,435179,1
429077,400256,426256,410718,433128,461026,409487,461692,420308,423179,420615,428051,459795,436308,1
429795,400872,427077,411077,433231,460769,408923,461333,419538,423436,421231,428769,460769,437128,1
4300,400718,427282,411128,433077,460718,408821,46159,4200,422513,420923,428872,460154,436462,1
429179,400205,426667,410769,433179,461179,408821,462051,420205,421744,419795,428256,459026,43559,1
428718,400051,426667,410667,433487,461487,408615,461487,41959,422103,419385,427795,458769,435744,1
429436,400513,426821,410974,433641,461026,408359,460564,4200,422615,420103,428051,459333,436308,1
430103,400872,426564,411538,434154,460821,408154,460564,420154,423077,420872,42841,460154,436821,1
430205,400821,427231,4120,434615,461282,408359,461179,419949,423385,421487,428872,460923,437538,1
430923,401282,428256,412205,434205,461487,408769,461641,420462,423795,422462,429897,461795,438051,1
431333,401641,428256,412154,433897,461333,409333,462256,421282,424205,422923,430205,4620,4380,1
430718,401385,428051,412051,43441,461692,409179,462872,421692,424256,422615,429282,461538,437692,1
430103,401128,427436,412154,434615,461846,408718,462769,421744,424051,422103,428615,461282,437333,1
430103,401385,426359,411846,434103,461795,408923,462513,42159,423846,421538,428513,461282,437128,1
429846,400974,426256,411179,43359,461846,409026,462308,420667,423436,421179,428462,460872,436974,1
429385,400359,427333,411333,433795,461641,408564,461487,41959,422718,421077,428615,460359,436872,1
429641,400872,427846,412154,434256,460872,4080,460769,41959,422718,420974,428872,460513,437231,1
430103,401487,426974,412256,433949,460256,407744,460923,420154,422974,420974,428462,460769,437026,1
429692,40159,426256,412103,433846,460923,408051,461385,420103,422974,421077,427949,460769,436205,1
429179,401385,426513,412256,43441,461744,408564,461538,419949,423128,420872,428051,460564,436256,1
428974,400615,426615,412051,434256,461692,408718,462256,421282,423487,420769,427949,460205,436154,1
428667,400256,426154,411795,433538,461795,408923,463026,421846,424051,420821,427692,460154,435538,1
428615,400769,426205,412154,433949,461795,408513,461949,421077,423897,420923,427897,460256,435846,1
428821,400821,426564,412154,434205,461487,40759,461128,420615,422923,421077,428205,460256,436718,1
428667,400205,426462,411179,433385,461385,407077,461897,420615,422513,421179,428359,460615,436667,1
428308,399949,426308,410872,433026,461026,407179,461949,420769,423077,421077,428256,460615,43641,1
42841,400103,426462,411692,43359,460769,407795,46159,420769,423179,420718,427846,4600,436359,1
428923,400667,426667,412205,434154,461231,408051,461949,420103,42241,420769,427692,459744,436256,1
429385,401179,426718,412308,434051,46159,407641,461949,419538,422051,420872,428103,459949,436615,1
429538,400769,426974,412256,433949,461538,407692,46159,419846,421846,420513,428667,460256,437179,1
429538,400718,42759,412103,43441,461795,408256,461897,420769,422667,420872,429026,460769,437795,1
430103,401692,427897,412923,434667,461641,408359,462103,421333,424564,422256,429128,461538,438667,1
430615,402308,427692,413846,434051,460872,407744,462051,421231,424615,422513,429128,461949,438718,1
430256,401641,427795,413128,43359,460667,407487,461692,42041,423128,421333,428974,461333,437795,1
430103,400923,427538,412154,434051,461179,4080,461436,420615,423282,420872,428769,460667,437436,1
429692,400974,426821,412308,43441,461641,408154,461795,421179,423897,421128,428154,460667,437385,1
428974,401077,426205,412359,434205,461692,407744,461487,420308,422718,420615,427385,460103,436718,1
428974,401077,426308,412359,43441,461949,4080,460974,419897,422154,420308,427436,459744,436769,1
429795,40159,427128,413333,434974,462564,408718,461282,420667,423231,420974,427846,460513,437692,1
429795,402205,427795,413949,435128,462769,408462,461744,420872,423641,421179,428154,460769,437846,1
429538,402359,427795,413744,434923,462718,408051,46241,421436,423436,421026,428256,460462,437231,1
429795,401949,427436,41359,434821,462615,408564,463282,422205,423744,421128,428359,460564,437179,1
429436,401282,426974,41359,434462,462205,409077,463179,421897,423846,420667,428256,4600,437179,1
428769,400974,42641,41359,434205,461846,409026,462513,420923,422974,420154,427795,459179,436974,1
429077,401385,426308,413333,43441,461744,40841,461846,420462,422615,420564,427538,459846,437282,1
429692,401282,426667,412718,43441,461436,407744,461077,420615,423179,421077,427949,460718,437385,1
429026,400308,426256,412051,433692,461385,407949,461179,420821,423128,420923,427949,460256,436718,1
428103,399846,425436,4120,433077,461641,408462,461487,420513,422308,420718,427385,459692,436513,1
42841,400308,425385,412308,433179,461231,407949,461128,420256,422564,420667,427436,460051,436872,1
428821,400256,4260,412154,43359,460821,407026,460872,419897,422974,420564,42759,460256,436872,1
428718,399795,426154,411641,433795,461282,407282,460923,419692,422667,420769,427641,460154,436923,1
428718,400154,425949,411692,433949,461795,408256,461333,420769,423282,421077,427795,46041,437385,1
429026,400974,42641,412154,434462,461846,408256,461692,421436,424103,421128,427692,460667,437282,1
428923,400974,426308,412154,434769,461744,407692,462051,420821,423487,420718,427333,460205,436769,1
428615,400256,425231,411538,434154,461692,407795,462615,421179,423026,420256,427077,459795,436154,1
428308,400308,424769,411026,433692,461692,408308,462615,421179,422923,419744,426667,459487,43559,1
427846,400154,424821,410718,433641,461487,408513,461385,419026,421538,418974,426051,458359,435333,1
427487,399333,424462,410462,433641,461487,408821,460564,418564,420923,419077,426205,457897,435692,1
428051,399795,424974,410974,4340,46159,409128,461487,420667,423026,420462,427128,459641,436872,1
428718,401436,426462,411846,434308,461385,408821,462359,421231,424564,42159,428103,461385,437487,1
428718,401436,426667,411846,4340,461538,408513,462205,421231,424564,4220,42841,461385,437231,1
428769,400462,426154,411436,434051,462051,408564,461538,421692,424769,422154,427949,461231,437436,1
429026,400923,426359,411897,434769,462154,408718,461436,420974,424462,421897,427487,461385,437795,1
428872,401436,426359,412359,434667,462051,408667,462308,420564,4240,421385,42759,461282,437077,1
428974,400923,426154,412103,434154,462103,408256,462872,421692,424308,421128,427949,460974,436821,1
429436,401179,426462,412051,434462,461692,407282,462051,421282,4240,421026,427692,460564,437487,1
